user_id,aov,strat
573,376154.189901,1
574,332471.957695,1
575,416352.446495,1
576,173109.175279,1
577,368849.164649,1
578,411669.215511,1
579,231713.100338,1
580,441500.323457,1
581,377079.7126,1
582,316776.966888,1
583,400622.549289,1
584,531655.428624,1
585,364549.300405,1
586,369857.646904,1
587,313251.128037,1
588,282012.450443,1
589,416426.865324,1
590,281513.293927,1
591,355725.298978,1
592,311787.404259,1
593,388318.38606,1
594,376692.968423,1
595,433003.195541,1
596,309198.688092,1
597,328410.005177,1
598,271698.902737,1
599,314456.539194,1
600,380184.039444,1
601,410559.089332,1
602,276226.774066,1
603,419568.473608,1
604,458451.028704,1
605,383074.792258,1
606,500143.665005,1
607,288096.864072,1
608,250427.623735,1
609,207702.380088,1
610,469683.544919,1
611,402349.252508,1
612,345553.226327,1
613,372397.490106,1
614,259960.876216,1
615,545660.158369,1
616,360337.694558,1
617,358751.583568,1
618,408061.329912,1
619,388480.738539,1
620,367910.721942,1
621,286762.043564,1
622,387717.468571,1
623,500561.959718,1
624,457633.603692,1
625,477454.930131,1
626,309102.745886,1
627,270831.614379,1
628,339937.046392,1
629,354457.992983,1
630,437535.321478,1
631,214602.829623,1
632,472364.025557,1
633,337359.368114,1
634,315849.514404,1
635,269031.649979,1
636,217611.466251,1
637,415853.646717,1
638,355865.437375,1
639,246803.128021,1
640,246393.698235,1
641,323137.224057,1
642,483521.722023,1
643,329232.691891,1
644,229748.563751,1
645,330340.554873,1
646,328182.11442,1
647,134249.068565,1
648,345656.410679,1
649,331525.237583,1
650,405696.509185,1
651,497916.487596,1
652,440125.202364,1
653,328488.904756,1
654,261477.927301,1
655,555868.78426,1
656,354737.474721,1
657,351114.343353,1
658,348069.993031,1
659,365846.780861,1
660,338451.167046,1
661,304107.03945,1
662,306251.284701,1
663,347379.738383,1
664,306526.018309,1
665,292972.337386,1
666,358514.418215,1
667,329601.822606,1
668,470319.439087,1
669,137922.415329,1
670,437320.548154,1
671,449686.8154,1
672,184128.781407,1
673,322584.992474,1
674,320284.73072,1
675,237399.064423,1
676,287774.664993,1
677,261153.932363,1
678,490181.635474,1
679,424854.271452,1
680,451724.4076,1
681,407733.765123,1
682,259675.858303,1
683,308038.378698,1
684,389149.964898,1
685,252229.775289,1
686,407039.874414,1
687,330773.968147,1
688,320014.335396,1
689,406876.797456,1
690,385541.064919,1
691,321122.706734,1
692,442746.384269,1
693,263514.933792,1
694,399274.848556,1
695,397448.100637,1
696,325236.284855,1
697,376090.641779,1
698,249910.913889,1
699,423922.161537,1
700,335207.829085,1
701,308182.158358,1
702,433920.738067,1
703,293652.504757,1
704,237323.096291,1
705,225469.666118,1
706,398480.796108,1
707,247565.6518,1
708,490383.534559,1
709,183445.647369,1
710,485716.509463,1
711,366881.397376,1
712,342262.95105,1
713,306406.473055,1
714,381930.889148,1
715,346989.223806,1
716,438264.150561,1
717,359138.211893,1
718,362024.140917,1
719,320911.023023,1
720,345444.350102,1
721,374624.141511,1
722,213186.528587,1
723,242145.166232,1
724,409461.127522,1
725,363669.23505,1
726,335281.333092,1
727,351474.714645,1
728,377806.536429,1
729,306819.225575,1
730,287735.621968,1
731,365667.620408,1
732,271730.177791,1
733,382660.220457,1
734,213793.311661,1
735,432332.450986,1
736,387807.798593,1
737,370482.378745,1
738,428615.278716,1
739,483237.955557,1
740,431149.605201,1
741,202730.061493,1
742,247633.842661,1
743,300014.513784,1
744,352087.284017,1
745,391412.721638,1
746,291940.494948,1
747,364941.341158,1
748,289569.365412,1
749,301078.575761,1
750,237467.112252,1
751,276141.340311,1
752,241865.231551,1
753,271930.139762,1
754,434291.343729,1
755,274048.088893,1
756,560590.565187,1
757,389465.43207,1
758,364786.889896,1
759,281331.377586,1
760,406024.790353,1
761,303948.973901,1
762,359760.785172,1
763,554806.763062,1
764,342315.208022,1
765,441941.866103,1
766,293745.88599,1
767,347200.92076,1
768,491664.050851,1
769,299842.635377,1
770,494995.88464,1
771,406620.154836,1
772,305002.657928,1
773,400592.619124,1
774,427804.35597,1
775,399744.796977,1
776,224382.022409,1
777,291829.025934,1
778,330198.509156,1
779,344045.325672,1
780,399653.767804,1
781,364216.080075,1
782,243172.451303,1
783,380415.82808,1
784,398846.859623,1
785,394783.235834,1
786,436462.458044,1
787,416713.772364,1
788,386734.406338,1
789,344386.743083,1
790,217123.125319,1
791,384369.457531,1
792,366615.014973,1
793,371726.306976,1
794,247860.113934,1
795,263515.476767,1
796,434252.228267,1
797,346835.587691,1
798,404520.05579,1
799,352265.47009,1
800,352380.49116,1
801,425062.704478,1
802,308716.421743,1
803,357689.662155,1
804,313017.976904,1
805,315240.301805,1
806,325266.230123,1
807,367770.701731,1
808,311700.110267,1
809,450460.490046,1
810,278431.415822,1
811,335050.268467,1
812,314821.515338,1
813,465758.230748,1
814,365724.382121,1
815,432547.563157,1
816,231155.170157,1
817,371364.02127,1
818,421170.46365,1
819,356582.719142,1
820,435238.430005,1
821,308616.923992,1
822,462747.795215,1
823,533911.84989,1
824,320972.915165,1
825,314359.798288,1
826,466270.758169,1
827,476365.771658,1
828,308171.197828,1
829,316385.054632,1
830,327457.231291,1
831,242443.959117,1
832,276507.844281,1
833,269668.73866,1
834,288576.194792,1
835,347225.209009,1
836,368737.178603,1
837,474040.039425,1
838,270131.676741,1
839,428745.791878,1
840,332880.892462,1
841,346042.903228,1
842,403985.559373,1
843,260182.238275,1
844,380592.779695,1
845,363316.176657,1
846,389396.101121,1
847,373133.491513,1
848,546424.011193,1
849,298980.80126,1
850,307520.2436,1
851,300148.757886,1
852,305561.830467,1
853,299009.029815,1
854,445121.322489,1
855,463640.339839,1
856,304340.2965,1
857,283411.554152,1
858,387713.244511,1
859,305822.156458,1
860,400634.54542,1
861,366233.841668,1
862,228740.4708,1
863,473800.416106,1
864,493670.213848,1
865,300976.904761,1
866,318983.875205,1
867,372869.231258,1
868,376756.543199,1
869,402683.541814,1
870,510816.363101,1
871,335844.2218,1
872,286136.220437,1
873,239654.461759,1
874,291525.596805,1
875,347349.84217,1
876,493564.629081,1
877,308591.096077,1
878,367903.036131,1
879,348686.168314,1
880,445071.461876,1
881,552154.59407,1
882,307530.498166,1
883,310844.844599,1
884,433532.870166,1
885,404551.31917,1
886,497736.586059,1
887,396714.254826,1
888,321256.632737,1
889,397252.386455,1
890,438696.286447,1
891,415638.574496,1
892,390581.922489,1
893,435333.975167,1
894,443543.647236,1
895,460572.719283,1
896,401896.791007,1
897,336630.553575,1
898,361737.094915,1
899,446520.717321,1
900,284645.146321,1
901,379493.86471,1
902,318532.895014,1
903,352299.585835,1
904,452276.149009,1
905,365287.925442,1
906,353714.923852,1
907,241211.508722,1
908,409700.285282,1
909,401638.734491,1
910,523060.377864,1
911,325377.741204,1
912,367532.026213,1
913,369950.694697,1
914,476196.262381,1
915,342376.357409,1
916,372321.722062,1
917,398631.720777,1
918,364928.729853,1
919,314285.310836,1
920,365527.199432,1
921,435890.539989,1
922,267878.776047,1
923,360637.573932,1
924,293990.334805,1
925,445603.730314,1
926,228145.047617,1
927,305286.252218,1
928,380176.950005,1
929,475241.922339,1
930,344739.979114,1
931,305584.037865,1
932,500492.565555,1
933,234158.887967,1
934,174095.52347,1
935,385201.156004,1
936,309835.662052,1
937,268301.37463,1
938,406668.515784,1
939,369504.057102,1
940,304873.709541,1
941,247575.648106,1
942,419796.586262,1
943,402016.094237,1
944,342065.930898,1
945,497730.959684,1
946,264393.218694,1
947,227957.986326,1
948,294647.35441,1
949,346353.118692,1
950,369467.155946,1
951,330701.115371,1
952,378164.431721,1
953,249876.846065,1
954,465501.168326,1
955,343427.905729,1
956,439383.666527,1
957,377418.02771,1
958,386540.257532,1
959,395581.382419,1
960,385816.684801,1
961,401417.820789,1
962,456332.202411,1
963,365721.693576,1
964,406720.300607,1
965,342821.144457,1
966,465209.377236,1
967,295888.615835,1
968,494075.234633,1
969,346787.363948,1
970,235537.991831,1
971,360248.353193,1
972,295515.867402,1
973,417251.483919,1
974,297790.081656,1
975,314305.325343,1
976,198836.741524,1
977,313815.49446,1
978,156089.65387,1
979,223287.774121,1
980,410833.172492,1
981,412864.012692,1
982,384036.604943,1
983,272641.90855,1
984,346183.091509,1
985,349711.796873,1
986,257330.824865,1
987,470271.864141,1
988,420188.983246,1
989,332322.866094,1
990,352150.86712,1
991,366670.624636,1
992,186661.210526,1
993,330225.809398,1
994,295441.26016,1
995,269870.399208,1
996,327511.976569,1
997,493814.922148,1
998,401267.428901,1
999,304305.680817,1
1000,395806.622508,1
1001,461948.434927,1
1002,423970.694633,1
1003,354770.429594,1
1004,298245.057784,1
1005,405857.865089,1
1006,381478.830834,1
1007,421615.457602,1
1008,400813.744135,1
1009,433964.217226,1
1010,307181.183075,1
1011,455391.525251,1
1012,365807.968375,1
1013,516020.86981,1
1014,294864.974553,1
1015,488877.104253,1
1016,365832.862677,1
1017,297886.559711,1
1018,311289.133276,1
1019,324372.215344,1
1020,383933.275712,1
1021,391826.839043,1
1022,304103.999685,1
1023,348051.632619,1
1024,521381.628689,1
1025,488203.453608,1
1026,384905.893574,1
1027,353040.278253,1
1028,359602.506137,1
1029,399081.437818,1
1030,268176.594784,1
1031,329409.877006,1
1032,216513.27409,1
1033,381937.849808,1
1034,401775.675176,1
1035,311345.083016,1
1036,475918.941063,1
1037,251938.74696,1
1038,232850.009583,1
1039,367956.145485,1
1040,433767.864209,1
1041,484714.215317,1
1042,313289.25897,1
1043,436294.466675,1
1044,346919.32244,1
1045,336189.816005,1
1046,420692.794999,1
1047,402185.830273,1
1048,223888.627441,1
1049,468123.227978,1
1050,460407.308332,1
1051,299954.983879,1
1052,381664.282675,1
1053,389522.414903,1
1054,370853.901266,1
1055,305975.587692,1
1056,296270.130565,1
1057,347955.674321,1
1058,443818.321541,1
1059,393488.012368,1
1060,320350.853433,1
1061,411735.896852,1
1062,122116.59035,1
1063,441901.25603,1
1064,210822.897698,1
1065,321004.724688,1
1066,260426.40843,1
1067,246425.481942,1
1068,442866.14299,1
1069,312583.903895,1
1070,377720.310538,1
1071,346246.35369,1
1072,388163.266178,1
1073,356145.751285,1
1074,247360.622065,1
1075,429701.345556,1
1076,310499.473347,1
1077,225473.448107,1
1078,315750.787123,1
1079,470060.783251,1
1080,418017.739369,1
1081,322107.829247,1
1082,322059.383655,1
1083,324269.195903,1
1084,516139.838685,1
1085,380554.836179,1
1086,384403.331775,1
1087,432422.676323,1
1088,369103.132722,1
1089,329276.628334,1
1090,334292.012073,1
1091,344271.899247,1
1092,347022.221079,1
1093,408210.363491,1
1094,354155.670865,1
1095,408611.206177,1
1096,343542.673591,1
1097,356290.815225,1
1098,190143.945237,1
1099,423306.213976,1
1100,377719.078072,1
1101,429840.808789,1
1102,118299.569745,1
1103,517069.976382,1
1104,338832.829748,1
1105,438654.625339,1
1106,266807.52583,1
1107,399021.912405,1
1108,265726.754946,1
1109,300098.483144,1
1110,503122.508309,1
1111,334745.407939,1
1112,367394.629854,1
1113,419605.418455,1
1114,389654.551038,1
1115,362033.512411,1
1116,379196.880197,1
1117,542273.246819,1
1118,345390.496237,1
1119,366087.923737,1
1120,434052.351681,1
1121,438442.074637,1
1122,444962.424445,1
1123,401098.417762,1
1124,258559.606982,1
1125,480674.522584,1
1126,258292.368559,1
1127,374210.837219,1
1128,289657.931998,1
1129,344868.932273,1
1130,376300.992824,1
1131,375708.577236,1
1132,383753.660339,1
1133,479096.901525,1
1134,386282.744121,1
1135,330467.469177,1
1136,427126.973463,1
1137,445157.639114,1
1138,251791.374789,1
1139,397792.005588,1
1140,406093.819385,1
1141,326194.919731,1
1142,460056.545065,1
1143,337995.553037,1
1144,360046.116278,1
1145,336154.254057,1
1146,351246.323807,1
1147,262297.993048,1
1148,234795.929392,1
1149,477560.405058,1
1150,282243.092135,1
1151,270688.612043,1
1152,177728.790912,1
1153,298883.060185,1
1154,244152.816527,1
1155,481361.212811,1
1156,430785.367147,1
1157,294947.972386,1
1158,530194.864428,1
1159,428541.238959,1
1160,324013.489319,1
1161,150047.54281,1
1162,533275.405807,1
1163,238834.202659,1
1164,218368.100243,1
1165,431805.634561,1
1166,545180.192507,1
1167,460741.825481,1
1168,395112.729604,1
1169,397580.347333,1
1170,418273.244702,1
1171,410714.287183,1
1172,372495.313918,1
1173,358336.088316,1
1174,344992.549768,1
1175,289682.832891,1
1176,327545.993851,1
1177,214563.454864,1
1178,342132.829856,1
1179,270912.711428,1
1180,261712.854623,1
1181,364391.532092,1
1182,461360.182908,1
1183,423465.32848,1
1184,224359.95171,1
1185,270829.749074,1
1186,425261.695039,1
1187,271401.008517,1
1188,332029.348,1
1189,394004.167922,1
1190,272532.443611,1
1191,358430.040492,1
1192,243277.960407,1
1193,301890.588484,1
1194,375582.554731,1
1195,222560.501317,1
1196,385237.979037,1
1197,348428.976086,1
1198,394199.196353,1
1199,367913.130725,1
1200,459131.234398,1
1201,360017.960212,1
1202,315647.55671,1
1203,359783.800243,1
1204,393463.842323,1
1205,353908.805626,1
1206,353247.335296,1
1207,293840.664975,1
1208,296967.926596,1
1209,237791.578256,1
1210,489966.139455,1
1211,250490.941169,1
1212,294567.584176,1
1213,292527.418754,1
1214,421593.950156,1
1215,326404.025737,1
1216,449819.365814,1
1217,296120.75006,1
1218,372319.532978,1
1219,283172.235739,1
1220,521611.930222,1
1221,254992.126478,1
1222,374785.656818,1
1223,400702.150475,1
1224,383103.927796,1
1225,335176.98729,1
1226,339614.344021,1
1227,353504.917758,1
1228,338239.83987,1
1229,427110.329344,1
1230,526841.840127,1
1231,305400.657199,1
1232,240415.761634,1
1233,342937.436132,1
1234,556376.747012,1
1235,285706.034562,1
1236,481129.344436,1
1237,484216.065126,1
1238,305712.940663,1
1239,395518.646335,1
1240,480271.72985,1
1241,319669.780721,1
1242,333713.571192,1
1243,303465.526884,1
1244,268819.461545,1
1245,298057.796395,1
1246,252084.778659,1
1247,352726.677461,1
1248,288402.141515,1
1249,368702.872943,1
1250,225528.348304,1
1251,376470.418577,1
1252,416682.316929,1
1253,190501.148594,1
1254,379924.525588,1
1255,448213.519398,1
1256,253228.718505,1
1257,483805.790947,1
1258,383521.520749,1
1259,293599.051539,1
1260,345538.473787,1
1261,394666.153002,1
1262,356080.431313,1
1263,393100.479396,1
1264,276346.112554,1
1265,363548.865923,1
1266,236902.840248,1
1267,341101.915092,1
1268,277687.388683,1
1269,291157.604593,1
1270,448887.454017,1
1271,437304.809648,1
1272,398731.049673,1
1273,262614.978826,1
1274,324687.324024,1
1275,447047.815998,1
1276,361337.353091,1
1277,535546.363199,1
1278,381465.427152,1
1279,365363.929319,1
1280,325270.682864,1
1281,360683.272383,1
1282,337802.41309,1
1283,406648.694135,1
1284,426536.185344,1
1285,287120.843159,1
1286,243501.363715,1
1287,203103.570152,1
1288,390639.306153,1
1289,261730.671506,1
1290,177768.752564,1
1291,381086.288362,1
1292,549439.961395,1
1293,349514.327077,1
1294,417079.261956,1
1295,356546.348684,1
1296,342088.827745,1
1297,423526.118639,1
1298,326778.036465,1
1299,371391.385126,1
1300,375735.824496,1
1301,296552.763709,1
1302,429363.387963,1
1303,336003.219464,1
1304,289540.387241,1
1305,392920.787486,1
1306,278122.561457,1
1307,352254.49259,1
1308,349270.480268,1
1309,436871.645267,1
1310,387975.85863,1
1311,347997.8433,1
1312,415421.303936,1
1313,461216.603921,1
1314,394624.824508,1
1315,350828.209587,1
1316,245053.101412,1
1317,264790.906954,1
1318,325582.023652,1
1319,301239.023827,1
1320,335042.295761,1
1321,354531.993992,1
1322,392375.420349,1
1323,344360.097755,1
1324,388920.131506,1
1325,355157.953185,1
1326,191962.674692,1
1327,274853.168494,1
1328,338472.995542,1
1329,253224.420573,1
1330,397994.2984,1
1331,472460.066587,1
1332,447500.948136,1
1333,332924.570326,1
1334,469258.090948,1
1335,361893.396576,1
1336,323033.122311,1
1337,300927.786917,1
1338,325802.425081,1
1339,318945.854517,1
1340,363633.29779,1
1341,362845.918484,1
1342,350243.681612,1
1343,384955.05358,1
1344,445251.701983,1
1345,425964.330835,1
1346,231208.162524,1
1347,145686.309208,1
1348,424745.592899,1
1349,240649.704127,1
1350,332018.767849,1
1351,256390.957915,1
1352,205841.564994,1
1353,393317.018256,1
1354,410732.412824,1
1355,303879.167942,1
1356,142716.616628,1
1357,306300.44414,1
1358,381344.320432,1
1359,231687.074498,1
1360,364668.793582,1
1361,348775.212066,1
