user_id,trip_id,waiting_time,date
65,6e08a31d-2f7f-4f0b-9eaa-098cd645a121,399,2022-12-05
66,88540a23-9d3a-4ebf-b38d-1b554a865c6d,188,2022-12-08
66,5170f9cb-d444-46bd-ac66-7b54f3559b4f,273,2022-12-09
66,7081f9d8-f11f-419d-9468-2f369c71d979,435,2022-12-07
67,08ce0b9d-a5fa-4bd3-9f08-93cfada42d05,774,2022-12-10
67,fda57763-30a6-4ae5-8bc4-45584957719c,558,2022-12-04
67,6ca130db-a6f7-4b72-90df-8a35736a4e25,804,2022-12-07
67,4a8092c3-950c-4bc8-9a82-fe25f974d728,165,2022-12-04
68,fc4db18e-051a-43fd-8dd9-f9ee9bfc4992,251,2022-12-06
68,c6024b7d-d1e7-45e4-8945-972ca3bedd27,457,2022-12-04
68,7bdfb9b4-8170-4ad9-9d72-ea4b85339f4b,431,2022-12-08
68,30085bcb-8819-466e-b8e5-2a14413a1524,284,2022-12-08
69,8ff11d6b-e833-43c6-b32e-498121e7c4e9,503,2022-12-06
69,0e05fb13-92d3-4ab2-bb7c-c6f11c7b016e,401,2022-12-08
70,25bbd689-77b4-4b7d-a92e-0914c7096ec0,692,2022-12-04
70,4cff91c5-fead-4aaa-956d-e5ba11dee1a0,392,2022-12-10
70,f0b63e89-5904-4dcf-b45c-8ed4366e81c9,628,2022-12-06
71,23fe49e9-0d2e-4ec8-8635-4347438cd682,752,2022-12-04
71,3e3b8181-dfc4-4da8-9e09-ff6d15d9b04e,426,2022-12-04
72,0a82ff4c-f0bd-4ff8-adbf-8303d00e9823,224,2022-12-06
72,b0cb65e6-3c04-4cc7-bd57-f8053ea019b8,762,2022-12-06
72,5c5ee488-9db7-4d93-9ddc-f5d247b24746,68,2022-12-09
73,63cc7803-6f83-41c8-b51b-b909e6f77c28,497,2022-12-10
73,82d5f312-dab0-4a5b-bdb6-dcf52eb48ade,587,2022-12-10
73,2b28eef6-dd58-4cd1-b3ff-8c958a82c75b,611,2022-12-10
73,4b946620-4e35-4508-bf32-bec5724a0a54,330,2022-12-07
74,20a461c8-21c8-46ab-a7b5-efa8a0ffbc51,711,2022-12-04
74,dd330e2d-66b5-402d-8ec5-42668ceffa36,265,2022-12-09
74,5983fe26-be6f-436f-b94e-f3dafb90d4d6,622,2022-12-10
75,1debe3e2-9d81-4558-b22c-c5dde8ca6696,300,2022-12-04
75,eeef706e-cee1-4b35-a76f-04455d8aa9b1,851,2022-12-10
75,8c5c6f14-6df3-4d15-8782-4db400c65756,177,2022-12-04
76,2a865f0a-975f-430d-abf5-dccaf61bce0b,899,2022-12-05
76,df87afbf-9f1c-4df2-93f5-9a060d1d40db,755,2022-12-06
76,318d804a-7e10-41f2-94a8-eb097afa5118,669,2022-12-07
77,e1b0a3ef-2c02-4d9b-81cb-b922c40dfbb1,145,2022-12-07
77,4a5a9e25-2595-4f03-9663-629e1098a9b7,785,2022-12-09
77,fdc0d863-6c76-4c70-9f0c-3c12aa35fc47,140,2022-12-08
78,fb940880-540d-4015-a5e3-765403a1530d,63,2022-12-09
78,4338d361-1df6-4864-b70b-0b86588ace6f,97,2022-12-05
78,54bdf543-be64-4876-b37b-219b18490d23,63,2022-12-10
78,c6281663-3fdd-44e1-8ad7-c12a10e52481,396,2022-12-08
79,01b825c2-ec59-4ce5-97b4-666ddf2c1f66,633,2022-12-08
79,1a5d2c7b-a485-4245-b5a9-84a3d71fc625,274,2022-12-09
79,09d55556-7601-4acf-a16a-b2975ab0b936,400,2022-12-08
80,aef29fdf-32c7-4c55-8bde-ab6e1dce03f2,241,2022-12-07
80,877764cb-db56-4be5-86be-a6492c8e9b87,634,2022-12-10
80,1ca82896-92bf-4790-8db8-b3fff3b3524e,188,2022-12-05
80,ee64437a-cb26-49ea-a525-748168945829,832,2022-12-08
81,114b7939-313c-4c74-8681-1d701006eca5,300,2022-12-09
81,46687ee4-ec06-4567-a6c4-206ba72dc0a5,470,2022-12-08
81,112d60c2-a0c2-4385-a371-1d5e270fb9cb,121,2022-12-05
82,7cb912a3-26de-401b-9680-0f2d71a277d9,179,2022-12-06
82,56e4ba2e-559a-4403-b751-6a6c058b2bc5,682,2022-12-08
82,f2e48923-45bf-4b23-9430-0738dfe42e09,380,2022-12-10
83,03f1769d-7512-431e-9b17-262d03fafa88,274,2022-12-07
83,5475b068-93e5-45c3-9dac-a2e8d4b40d41,370,2022-12-05
83,07633da6-677e-424b-a26e-c6135548fca7,290,2022-12-06
83,8ed0a887-b7a3-4e73-ad05-5c96f0924047,355,2022-12-05
84,d0ee0ed2-607b-426d-96b7-cf8c49fa26a8,743,2022-12-04
84,2999f96d-649a-493b-9abf-31ebcfe127f8,65,2022-12-05
84,850965ed-5a18-4699-96fc-0fadb09391b9,372,2022-12-07
84,bb780cbd-8e58-49fe-9ecf-1bc3a4662264,115,2022-12-10
85,db8750ce-45bd-4c37-a8ce-e1998472f8c3,515,2022-12-06
85,61ad8f1d-8579-4285-ac66-03f273cc978b,377,2022-12-08
86,20707e9b-b112-4490-a6fd-dc4197e03441,637,2022-12-08
86,660e5a82-45aa-4299-8c84-e4dd55bd26d8,899,2022-12-04
86,1cfbf129-ed67-4067-a13a-5d92e4784eae,316,2022-12-08
87,0ed2cc3d-d941-4e87-8a8a-fc1a1f57c2aa,578,2022-12-05
87,b5684bdc-5a6b-4e7c-b455-13de0a2c38e7,855,2022-12-04
88,5b508b0a-4981-4f75-a2ae-efb5650a2f4a,480,2022-12-07
88,cc54e850-d81a-4ead-ab9b-0de1c2b22037,105,2022-12-08
88,57297692-f5d1-4916-bd72-1d3adcc0ef80,324,2022-12-08
89,3630836d-7119-406d-bcd0-9dca2a8f961d,861,2022-12-07
89,021e25ad-59a1-46a0-83cd-6b28ce0ba008,339,2022-12-09
89,722e38fe-0159-44b1-b046-dbb9e3517221,72,2022-12-07
90,1ee5e092-5f82-4b6f-b4df-d00a5959234b,757,2022-12-05
90,277487b6-a515-45db-abba-0a9de141a729,865,2022-12-05
90,981c9c47-51e4-4162-b87c-115d67d18025,210,2022-12-08
90,7cd45bc2-1dcf-4945-ba47-d280f267a379,624,2022-12-06
91,14027c54-43d9-4ba9-a390-2df7c2e3d082,814,2022-12-04
91,dc6a01ca-39a0-4f50-9274-e302b11a9381,670,2022-12-10
91,0a579d65-1f10-4e02-9c87-8310500e626c,677,2022-12-04
91,27c02326-cb80-44a5-99e1-9676a47f9f07,99,2022-12-09
92,9fd5f86b-d9d4-4e24-9eca-1dcbcbc9f067,155,2022-12-08
92,81b1e124-650c-4bbd-8dc3-c2e9a3735bb1,562,2022-12-04
92,877ce537-6826-44d5-9ee6-47b9c3ebaa48,568,2022-12-05
93,72ea07af-07a0-47a2-a8d9-4220c2bced98,587,2022-12-08
93,23b7976e-a773-4286-960e-3aa2f8a4680a,297,2022-12-09
93,4cb5d660-c93f-437e-9353-72c30db56d72,299,2022-12-10
94,252f5084-868e-40d1-ad6a-dc7acc620b01,889,2022-12-09
94,fc5fc17b-869a-407b-95ec-b069e54f6189,800,2022-12-07
94,dce19026-1a6d-469d-890d-640baef8f0d1,355,2022-12-08
95,5a7f82a4-1eda-428c-ac45-8b68a04a48a0,425,2022-12-07
95,ce215af7-9229-47c6-bf88-b8bd34c68650,544,2022-12-09
95,b4b071c9-9b59-4a33-8040-7cfb448fa14f,453,2022-12-06
96,f82985f8-2d65-41f7-937b-8c80d28b7c38,672,2022-12-06
96,4c396d58-4240-4684-9b36-28fc8b8e88e4,740,2022-12-10
96,855db849-ef06-4f7e-afbe-a3e89712190e,553,2022-12-10
97,4349c1bb-71b0-43cf-97d7-9f72bc7169a0,88,2022-12-10
97,6e3ca995-8194-4a24-8e13-7c4b164f47f5,388,2022-12-10
97,f161eee4-d0a6-4052-8e6a-92077c697483,555,2022-12-07
98,79c003e6-961c-4724-8cc5-b00fe5addb34,461,2022-12-08
98,4734a765-ef3b-4903-9dc4-28706f9d8587,338,2022-12-09
98,869c4939-4004-4ba6-99c8-b629c7b05caa,114,2022-12-04
98,f1420799-2b3b-498b-9870-dd0aa901631f,772,2022-12-07
99,6153a838-5d74-4a45-8dc2-0aa91d60fcaf,517,2022-12-05
99,664e0a1a-9c18-4a56-ac15-58013e723ade,244,2022-12-09
99,bb1685e7-bf2a-4bde-841b-a8853759c361,284,2022-12-10
99,4faf64e0-2368-4ced-87bc-7f4da6579e04,163,2022-12-09
100,eb76aed7-b9fd-4e89-b7c3-82dd7edead5b,139,2022-12-09
100,b6156b9e-c1d6-44c0-a156-bb6854191196,357,2022-12-07
100,487a132c-2b9a-4312-bc70-7aad2a9358c4,660,2022-12-06
100,b246836b-141d-4fc2-9c0a-aa48ebf70dd9,367,2022-12-04
101,bff9de46-8846-41b2-aa14-d5206db2cad1,882,2022-12-06
101,a4eb0dad-8699-4972-9429-f1588503da96,78,2022-12-07
102,746f9298-ceb1-4d17-bc9a-6848c15b10e4,795,2022-12-09
102,ad58ba77-376c-4b48-ae1c-613a24f93b90,461,2022-12-06
102,b57b3237-ad0a-4433-8084-74bebda9ca4b,754,2022-12-08
102,302ad310-a552-43f1-84f1-c1b70df360a2,897,2022-12-10
103,f3394d1e-18b4-4070-84d1-5d4c36c4705a,158,2022-12-08
103,2e6147aa-7776-490e-a1be-9442391af934,302,2022-12-06
104,fdac70df-2610-4889-95cb-afd09c5e44df,601,2022-12-09
104,6473ba6a-b216-4196-bdf6-79e3ed897099,82,2022-12-09
105,a192b998-605d-4d8f-8c91-bf8db7e634f6,438,2022-12-09
105,f82f0e49-560f-41f3-bd2a-210ab0b7e35b,60,2022-12-05
105,64947bcf-4ca1-4fed-8c47-3ac950661e9a,423,2022-12-04
106,0a09f793-5689-435d-9e18-8da077cc316d,106,2022-12-10
106,f68a03aa-75ce-4ccc-af84-798164374b0e,175,2022-12-06
106,46f4ca55-ac82-4629-a0e9-d3800e861428,101,2022-12-04
107,00810f6f-b836-4d78-803a-6d98b934bc38,104,2022-12-06
107,6b51848b-21ac-4fb9-838c-3b3a588b7e35,548,2022-12-06
107,e67436c5-84be-4cc5-8f44-9a242fbb2f32,126,2022-12-06
107,74e74fe9-a1c2-40ad-ba75-c6a4f422889b,836,2022-12-10
108,b91f3062-09b4-4b34-8e58-8281a25ae19c,759,2022-12-08
108,89d3db7f-8640-4f05-9987-8db3b4ab14da,881,2022-12-08
108,f26a913e-0c1e-45f1-812c-38e3cd8c3b81,506,2022-12-09
109,ba8f26d6-371c-438f-af59-d7ca435868c9,132,2022-12-04
109,92319b5d-4750-44cc-b2f9-622b1dd917ad,795,2022-12-04
109,fc069e89-26c8-4c81-afe4-6cf27e9fb4ec,261,2022-12-09
110,5db35f51-f326-47b9-9d0e-3ff63c33f164,264,2022-12-04
110,0419f7f7-0a7f-4073-be4a-2eaf4a9df04f,520,2022-12-09
111,4e8f9a9c-01ff-41de-b02d-94bbad7dbc20,764,2022-12-09
111,7ebda031-3169-463f-b725-efe305fea7e6,555,2022-12-07
111,4cc5c2c8-443e-45a8-b4b7-f095ff62dc9c,774,2022-12-05
112,6f976e31-2ced-472d-89d5-18c1441fb289,142,2022-12-06
112,c9a2048e-35a1-4e65-b69e-1918aa5849b0,517,2022-12-09
112,5d1b9b7f-6d87-47cb-98ab-4b730c2c7881,820,2022-12-07
113,ca568fc9-429a-4325-a9a7-164be71cf898,865,2022-12-10
113,76d794e6-0ef5-4d21-8d14-0e3bf48dc1f3,744,2022-12-10
114,37de9265-7e03-4cea-be4d-8d0056d923b7,168,2022-12-05
114,8eee1f00-1e36-4aa9-a00a-fd02efd8e16d,357,2022-12-05
115,4877ece0-db4e-4455-b1e2-18ab8f16dd5c,147,2022-12-08
115,3b6f36ab-4964-4711-893c-257588e47987,790,2022-12-04
115,2911d358-a1b9-430c-98a1-8133f2edbb9b,581,2022-12-08
115,b1d8fbf1-862b-44d4-9dc8-32fdf5cf50fa,536,2022-12-09
116,16ecabb7-1a7a-416e-a36b-e8efd1c15ae8,891,2022-12-09
116,ae535877-6425-4a9e-9397-86799ef77dce,137,2022-12-06
117,49c0e452-442e-4d47-96d0-3c2e837831d8,838,2022-12-05
117,9a02cb4f-5acc-4379-8e69-984033f7cab0,186,2022-12-09
117,55c79c74-c4f2-42e3-aaa1-bca16f7710ee,566,2022-12-05
118,cc2cca45-de5d-4d71-9b32-846c02c0e66f,628,2022-12-08
118,6764b19b-ccc3-4539-a6de-b33891da4027,863,2022-12-06
119,66ac3df7-61c6-41e5-b693-e29a9ad0f989,850,2022-12-05
119,08eca785-313a-46f7-ba84-2d4f4b5c2d81,101,2022-12-05
119,31205781-c98a-4843-b9ac-12c738bd97e2,156,2022-12-04
119,ff31ccac-ccb2-47dc-ab1f-7c6aa56ecd8a,273,2022-12-09
120,d77405b4-cdb9-4aad-a824-9944b24ce6d0,538,2022-12-06
120,6ae7d966-f1a9-4616-839f-945f0c305010,262,2022-12-06
120,ad79829d-14aa-429a-9cf8-f0552376f938,78,2022-12-06
121,6b984698-30ba-43d7-aeb5-31eb51d0820f,375,2022-12-05
121,47c47442-6276-4ebd-84c6-02b557a318e5,443,2022-12-05
121,29533fb6-dfb6-45b7-8f3a-7ab8aeaa1056,267,2022-12-07
121,8153f02e-94fc-4bd3-b35b-9ca3c9c6d1b9,593,2022-12-10
122,e36f2ba0-1f27-4859-9ada-4307480aa5c8,318,2022-12-05
122,188d87c1-f9bc-4bb9-90ae-6aba986238c4,626,2022-12-09
123,53f86112-6231-4989-86bb-bb05475cb1f1,701,2022-12-10
123,6db8915f-8f6f-42f7-af5b-3bde31ebb77f,846,2022-12-04
